purchase_date,weekday,month,is_holiday,holiday_name,is_carnival,is_weekend,is_friday,season,christmas_season,is_major_event,is_shopping_holiday,day_of_month,is_mid_month,is_last_3_days,is_day_24_non_december
2018-08-20,0,8,0,,0,0,0,Winter,0,0,0,20,0,0,0
2018-08-21,1,8,0,,0,0,0,Winter,0,0,0,21,0,0,0
2018-08-22,2,8,0,,0,0,0,Winter,0,0,0,22,0,0,0
2018-08-23,3,8,0,,0,0,0,Winter,0,0,0,23,0,0,0
2018-08-24,4,8,0,,0,0,1,Winter,0,0,0,24,0,0,1
2018-08-25,5,8,0,,0,1,0,Winter,0,0,0,25,0,0,0
2018-08-26,6,8,0,,0,1,0,Winter,0,0,0,26,0,0,0
2018-08-27,0,8,0,,0,0,0,Winter,0,0,0,27,0,0,0
2018-08-28,1,8,0,,0,0,0,Winter,0,0,0,28,0,0,0
2018-08-29,2,8,0,,0,0,0,Winter,0,0,0,29,0,1,0
2018-08-30,3,8,0,,0,0,0,Winter,0,0,0,30,0,1,0
2018-08-31,4,8,0,,0,0,1,Winter,0,0,0,31,0,1,0
2018-09-01,5,9,0,,0,1,0,Spring,0,0,0,1,0,0,0
2018-09-02,6,9,0,,0,1,0,Spring,0,0,0,2,0,0,0
2018-09-03,0,9,0,,0,0,0,Spring,0,0,0,3,0,0,0
2018-09-04,1,9,0,,0,0,0,Spring,0,0,0,4,0,0,0
2018-09-05,2,9,0,,0,0,0,Spring,0,0,0,5,0,0,0
2018-09-06,3,9,0,,0,0,0,Spring,0,0,0,6,0,0,0
2018-09-07,4,9,1,Independência do Brasil,0,0,1,Spring,0,0,0,7,0,0,0
2018-09-08,5,9,0,,0,1,0,Spring,0,0,0,8,0,0,0
2018-09-09,6,9,0,,0,1,0,Spring,0,0,0,9,0,0,0
2018-09-10,0,9,0,,0,0,0,Spring,0,0,0,10,0,0,0
2018-09-11,1,9,0,,0,0,0,Spring,0,0,0,11,0,0,0
2018-09-12,2,9,0,,0,0,0,Spring,0,0,0,12,0,0,0
2018-09-13,3,9,0,,0,0,0,Spring,0,0,0,13,0,0,0
2018-09-14,4,9,0,,0,0,1,Spring,0,0,0,14,1,0,0
2018-09-15,5,9,0,,0,1,0,Spring,0,0,0,15,1,0,0
2018-09-16,6,9,0,,0,1,0,Spring,0,0,0,16,1,0,0
2018-09-17,0,9,0,,0,0,0,Spring,0,0,0,17,0,0,0
2018-09-18,1,9,0,,0,0,0,Spring,0,0,0,18,0,0,0
2018-09-19,2,9,0,,0,0,0,Spring,0,0,0,19,0,0,0
2018-09-20,3,9,0,,0,0,0,Spring,0,0,0,20,0,0,0
2018-09-21,4,9,0,,0,0,1,Spring,0,0,0,21,0,0,0
2018-09-22,5,9,0,,0,1,0,Spring,0,0,0,22,0,0,0
2018-09-23,6,9,0,,0,1,0,Spring,0,0,0,23,0,0,0
2018-09-24,0,9,0,,0,0,0,Spring,0,0,0,24,0,0,1
2018-09-25,1,9,0,,0,0,0,Spring,0,0,0,25,0,0,0
2018-09-26,2,9,0,,0,0,0,Spring,0,0,0,26,0,0,0
2018-09-27,3,9,0,,0,0,0,Spring,0,0,0,27,0,0,0
2018-09-28,4,9,0,,0,0,1,Spring,0,0,0,28,0,1,0
2018-09-29,5,9,0,,0,1,0,Spring,0,0,0,29,0,1,0
2018-09-30,6,9,0,,0,1,0,Spring,0,0,0,30,0,1,0
2018-10-01,0,10,0,,0,0,0,Spring,0,0,0,1,0,0,0
2018-10-02,1,10,0,,0,0,0,Spring,0,0,0,2,0,0,0
2018-10-03,2,10,0,,0,0,0,Spring,0,0,0,3,0,0,0
2018-10-04,3,10,0,,0,0,0,Spring,0,0,0,4,0,0,0
2018-10-05,4,10,0,,0,0,1,Spring,0,0,0,5,0,0,0
2018-10-06,5,10,0,,0,1,0,Spring,0,0,0,6,0,0,0
2018-10-07,6,10,0,,0,1,0,Spring,0,1,0,7,0,0,0
2018-10-08,0,10,0,,0,0,0,Spring,0,0,0,8,0,0,0
2018-10-09,1,10,0,,0,0,0,Spring,0,0,0,9,0,0,0
2018-10-10,2,10,0,,0,0,0,Spring,0,0,0,10,0,0,0
2018-10-11,3,10,0,,0,0,0,Spring,0,0,0,11,0,0,0
2018-10-12,4,10,1,Nossa Senhora Aparecida,0,0,1,Spring,0,0,0,12,0,0,0
2018-10-13,5,10,0,,0,1,0,Spring,0,0,0,13,0,0,0
2018-10-14,6,10,0,,0,1,0,Spring,0,0,0,14,1,0,0
2018-10-15,0,10,0,,0,0,0,Spring,0,0,0,15,1,0,0
2018-10-16,1,10,0,,0,0,0,Spring,0,0,0,16,1,0,0
2018-10-17,2,10,0,,0,0,0,Spring,0,0,0,17,0,0,0
